,Mean,Mean Std,Std. Dev.,Std. Std.,1st perc,1st perc Std,99th perc,99th perc Std,IQR,IQR std,skew,skew std,kurt,kurt std
0,0.0001762412437704252,[0.00096085],[0.00791776],[0.00092899],[-0.01993016],[0.00494197],[0.01674301],[0.00312157],[0.0088296],[0.00145773],-0.3875389942104389,0.5113567771928472,1.1466758740565879,1.5690187121442452
