,Mean,Mean Std,Std. Dev.,Std. Std.,1st perc,1st perc Std,99th perc,99th perc Std,tail index,tail index std,left tail index,left tail index std,skew,skew std,kurt,kurt std
0,0.00038223836768471055,[0.00235737],[0.01120077],[0.00316745],[-0.02219639],[0.00849533],[0.02028171],[0.00680151],[1.26530543],[0.42432237],[1.32551142],[-0.50731909],-0.23148361648491725,0.5800191929616045,0.07491549073205377,1.1597549652940535
