,Mean,Mean Std,Std. Dev.,Std. Std.,1st perc,1st perc Std,99th perc,99th perc Std,tail index,tail index std,left tail index,left tail index std,skew,skew std,kurt,kurt std
0,0.012215936789432212,[0.01701122],[0.06888965],[0.02528686],[-0.11600881],[0.05774349],[0.17156034],[0.09216509],[1.45505928],[0.78168227],[1.50849616],[-0.75085527],0.38675297653845253,1.1139547168097677,1.8710210101760976,2.283793521498337
