,Mean,Mean Std,Std. Dev.,Std. Std.,1st perc,1st perc Std,99th perc,99th perc Std,tail index,tail index std,left tail index,left tail index std,skew,skew std,kurt,kurt std
0,-0.0010733062168660434,[0.00529417],[0.00896217],[0.00421464],[-0.01260065],[0.00817106],[0.01138928],[0.00839388],[1.11263182],[0.82000783],[1.07978553],[-0.70020148],0.14331553440147726,0.5450206306335605,-1.094714669249746,0.49689492851978295
