,Mean,Mean Std,Std. Dev.,Std. Std.,1st perc,1st perc Std,99th perc,99th perc Std,IQR,IQR std,skew,skew std,kurt,kurt std
0,-0.0013179589949696064,[0.00061039],[0.01070888],[0.00078668],[-0.02960561],[0.00350913],[0.024971],[0.00289653],[0.01153388],[0.00119566],-0.19748337681096728,0.23721706647572377,1.2978028352989335,0.8000590057438934
