,Mean,Mean Std,Std. Dev.,Std. Std.,1st perc,1st perc Std,99th perc,99th perc Std,IQR,IQR std,skew,skew std,kurt,kurt std
0,0.00012733667112228356,[0.00052152],[0.00864005],[0.00055946],[-0.0242087],[0.00368318],[0.02056171],[0.00271813],[0.00884915],[0.00074941],-0.4928631345964906,0.5129654285635478,2.9763687513525303,2.7732341240833285
