,Mean,Mean Std,Std. Dev.,Std. Std.,1st perc,1st perc Std,99th perc,99th perc Std,tail index,tail index std,left tail index,left tail index std,skew,skew std,kurt,kurt std
0,-0.00020935624019644754,[0.00294225],[0.01160938],[0.00235454],[-0.02143748],[0.00648422],[0.02215769],[0.00684357],[1.25233672],[0.38679343],[1.2430855],[-0.37599726],0.1184636122606506,0.4656568038204543,-0.18789879314096855,0.7779684630788308
