,Mean,Mean Std,Std. Dev.,Std. Std.,1st perc,1st perc Std,99th perc,99th perc Std,IQR,IQR std,skew,skew std,kurt,kurt std
0,-0.001471545607065818,[0.00115354],[0.01128437],[0.0020766],[-0.02969443],[0.007131],[0.02346808],[0.00628525],[0.01242345],[0.00268967],-0.284642260932946,0.43976921323653606,1.1041736756696883,1.3030887881863953
