,Mean,Mean Std,Std. Dev.,Std. Std.,1st perc,1st perc Std,99th perc,99th perc Std,tail index,tail index std,left tail index,left tail index std,skew,skew std,kurt,kurt std
0,-0.0002211738928849134,[0.0050155],[0.00910187],[0.00393462],[-0.01324311],[0.00977576],[0.01153615],[0.00724184],[1.1047196],[0.69349033],[1.12150192],[-0.82786663],-0.12214004886082393,0.671241573776758,-0.9122494625796727,0.520737191184744
