,Mean,Std. Dev.,1st perc,99th perc,tail index,left tail index,skew,kurt
0,[0.00315773],[0.02333584],[-0.02959303],[0.0480098],[1.20901873],[-0.74523385],0.460270623323251,-0.8451962614513628
