,Mean,Mean Std,Std. Dev.,Std. Std.,1st perc,1st perc Std,99th perc,99th perc Std,IQR,IQR std,skew,skew std,kurt,kurt std
0,-0.001618826710970211,[0.00302079],[0.02536719],[0.00510516],[-0.07480377],[0.02139992],[0.06722815],[0.02129446],[0.01551529],[0.00410278],-0.2339981163660976,1.1883879165315314,5.457330286265354,3.065021863507111
