,Mean,Mean Std,Std. Dev.,Std. Std.,1st perc,1st perc Std,99th perc,99th perc Std,IQR,IQR std,skew,skew std,kurt,kurt std
0,-8.071663974600345e-05,[0.013545],[0.08688084],[0.06707497],[-0.18333892],[0.19373037],[0.17520405],[0.18044552],[0.02628156],[0.00415567],-0.17830737663151786,5.576963998182154,35.310215520153264,19.28730931142501
