,Mean,Mean Std,Std. Dev.,Std. Std.,1st perc,1st perc Std,99th perc,99th perc Std,IQR,IQR std,skew,skew std,kurt,kurt std
0,-0.00012312402107658217,[0.00837095],[0.07276198],[0.05999015],[-0.07944267],[0.04755529],[0.08281855],[0.04501836],[0.02594568],[0.00295902],0.35211494669379784,7.3293073247875205,64.12931578919151,40.7548027128431
