,Mean,Std. Dev.,1st perc,99th perc,tail index,left tail index,skew,kurt
0,[-0.00132509],[0.03145597],[-0.08141642],[0.0480098],[1.20901873],[-2.05028927],-0.8334130416655197,1.519556254237548
