,Mean,Mean Std,Std. Dev.,Std. Std.,1st perc,1st perc Std,99th perc,99th perc Std,tail index,tail index std,left tail index,left tail index std,skew,skew std,kurt,kurt std
0,0.00020922744579053142,[0.00199477],[0.00398554],[0.00166437],[-0.00528776],[0.00393914],[0.0055203],[0.00297751],[1.09929569],[0.59293113],[1.11386252],[-0.82977551],-0.008443461617179666,0.6186963875000644,-0.9977919375473868,0.4922531755231882
