,Mean,Mean Std,Std. Dev.,Std. Std.,1st perc,1st perc Std,99th perc,99th perc Std,IQR,IQR std,skew,skew std,kurt,kurt std
0,-0.00012998052979233937,[0.05717901],[0.16399808],[0.18545588],[-0.33373621],[0.47383902],[0.3309956],[0.64001641],[0.02811662],[0.00821213],-0.1674431528408067,3.333130521179126,10.604334273511544,4.591512219403848
