,Mean,Mean Std,Std. Dev.,Std. Std.,1st perc,1st perc Std,99th perc,99th perc Std,IQR,IQR std,skew,skew std,kurt,kurt std
0,7.735943574253646e-05,[0.00201771],[0.01507682],[0.00365577],[-0.04091751],[0.01756945],[0.04013551],[0.01724051],[0.011696],[0.00258544],-0.041549576653977585,1.6407506208895455,6.918618419749969,5.027755396103487
