,Mean,Mean Std,Std. Dev.,Std. Std.,1st perc,1st perc Std,99th perc,99th perc Std,IQR,IQR std,skew,skew std,kurt,kurt std
0,9.312701614094027e-05,[0.00120497],[0.005137],[0.00109096],[-0.01092842],[0.00433318],[0.00921472],[0.00259416],[0.00578673],[0.00179758],-0.3290367663743454,0.6522750555218274,0.42839438642439404,1.3512543298678177
