,Mean,Mean Std,Std. Dev.,Std. Std.,1st perc,1st perc Std,99th perc,99th perc Std,tail index,tail index std,left tail index,left tail index std,skew,skew std,kurt,kurt std
0,-0.0011869988388584366,[0.00524669],[0.00211094],[0.00922067],[-0.00564711],[0.02466539],[0.00275133],[0.01208084],[1.46771132],[6.44459824],[1.12652776],[-4.92044092],-0.01608916671322831,0.0765068881957093,-2.872814691040197,0.5615044994557138
