,Mean,Mean Std,Std. Dev.,Std. Std.,1st perc,1st perc Std,99th perc,99th perc Std,tail index,tail index std,left tail index,left tail index std,skew,skew std,kurt,kurt std
0,0.00046648817020042356,[0.00242676],[0.01021566],[0.00210443],[-0.02104948],[0.00768198],[0.01881027],[0.00473395],[1.24453985],[0.31321139],[1.34766487],[-0.49182836],-0.2813343764046226,0.5751774244439241,0.3095353061970696,1.2924521214808957
