,Mean,Mean Std,Std. Dev.,Std. Std.,1st perc,1st perc Std,99th perc,99th perc Std,tail index,tail index std,left tail index,left tail index std,skew,skew std,kurt,kurt std
0,-0.00013549204307422908,[0.00142094],[0.01174643],[0.00137543],[-0.02572386],[0.00482591],[0.02510874],[0.00480479],[1.35103754],[0.25853363],[1.37193297],[-0.25738085],0.011400364761186069,0.3092373193951176,0.006583443844360461,0.6641182647010887
