,Mean,Mean Std,Std. Dev.,Std. Std.,1st perc,1st perc Std,99th perc,99th perc Std,tail index,tail index std,left tail index,left tail index std,skew,skew std,kurt,kurt std
0,4.3881957051286944e-05,[0.00476396],[0.0083448],[0.00396011],[-0.01166711],[0.0096827],[0.01110691],[0.00688177],[1.10608318],[0.68532178],[1.12249878],[-0.9315772],-0.04436453877545685,0.6807418505172985,-0.8920415923011126,0.5294776475181443
