,Mean,Mean Std,Std. Dev.,Std. Std.,1st perc,1st perc Std,99th perc,99th perc Std,IQR,IQR std,skew,skew std,kurt,kurt std
0,8.864950730146575e-05,[0.00109507],[0.00892355],[0.00116973],[-0.02371336],[0.00646754],[0.01988865],[0.00451906],[0.00890466],[0.00151221],-0.4300926943413861,0.7227092646200928,2.16552473751922,2.450251831354623
