,Mean,Mean Std,Std. Dev.,Std. Std.,1st perc,1st perc Std,99th perc,99th perc Std,tail index,tail index std,left tail index,left tail index std,skew,skew std,kurt,kurt std
0,0.00032868252881086723,[0.00234607],[0.01024375],[0.00214175],[-0.0213135],[0.0080567],[0.01826117],[0.00538951],[1.25857924],[0.37145081],[1.35839121],[-0.51348447],-0.3486580114015473,0.6923204591944366,0.4151985130940966,1.427307976151256
