,Mean,Mean Std,Std. Dev.,Std. Std.,1st perc,1st perc Std,99th perc,99th perc Std,IQR,IQR std,skew,skew std,kurt,kurt std
0,-0.00015710165212510285,[0.0029095],[0.02437078],[0.00565264],[-0.06002275],[0.02563943],[0.05984537],[0.02032037],[0.02526185],[0.00427312],-0.0025577951703048747,1.0697647953508007,3.167557909637075,4.678312156390069
