,Mean,Mean Std,Std. Dev.,Std. Std.,1st perc,1st perc Std,99th perc,99th perc Std,IQR,IQR std,skew,skew std,kurt,kurt std
0,7.028873017646945e-05,[0.00096863],[0.00752884],[0.00085941],[-0.01912246],[0.00461427],[0.01552611],[0.00289642],[0.00834237],[0.00141726],-0.4152895887336314,0.5183905858716967,1.1306174847598236,1.6001461155774117
