,Mean,Mean Std,Std. Dev.,Std. Std.,1st perc,1st perc Std,99th perc,99th perc Std,IQR,IQR std,skew,skew std,kurt,kurt std
0,0.00015458601508871257,[0.00095574],[0.00756271],[0.00093836],[-0.01918555],[0.00469638],[0.01589293],[0.00312786],[0.00838078],[0.00150465],-0.4114784911369175,0.5270312697527492,1.1696934685062956,1.7362273129683674
