,Mean,Mean Std,Std. Dev.,Std. Std.,1st perc,1st perc Std,99th perc,99th perc Std,tail index,tail index std,left tail index,left tail index std,skew,skew std,kurt,kurt std
0,0.036058763304680566,[0.04625176],[0.06144567],[0.04553491],[-0.03580292],[0.04430272],[0.13029074],[0.11463465],[1.09771969],[0.96581468],[1.19560504],[-1.47944773],0.2572241359710542,0.7191260263439434,-0.8469184177240503,0.5650447746373619
